ID,Species,Owner,Country.of.Origin,Farm.Name,Company,Altitude,Region,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points
153,Arabica,taylor winch (coffee) ltd.,Kenya,,taylor winch (coffee) ltd,,,Washed / Wet,7.75,7.75,7.75,08.08,7.75,7.75,10,10,10,7.75,84.58
154,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750 msnm,huila,Washed / Wet,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,84.58
155,Arabica,lusso lab,Costa Rica,la chaparral,lusso coffee lab,1450 ~ 1700 m,tres rios,Semi-washed / Semi-pulped,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,84.58
156,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,1800 msnm,huila,Washed / Wet,7.42,7.67,7.75,7.75,08.08,7.83,10,10,10,08.08,84.58
157,Arabica,nucoffee,Brazil,fazenda recreio,nucoffee,1300m,vale da grama,Semi-washed / Semi-pulped,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84.58
158,Arabica,nucoffee,Brazil,fazenda vista alegre,nucoffee,1100m,mountains of minas gerais,Semi-washed / Semi-pulped,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84.58
159,Arabica,max gurdian,Costa Rica,,beneficios volcafé costa rica,1200,valle central,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84.5
160,Arabica,ecom japan limited,Uganda,kawacom sipi project,kawacom uganda ltd,1750,eastern uganda,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5
161,Arabica,yunnan coffee exchange,China,menglian ban’an coffee processing factory,yunnan coffee exchange,1680,yunnan,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5
162,Arabica,fabian calderon mora,Costa Rica,coopetarrazú,coopetarrazú.r.l,1700,tarrazu,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,84.5
163,Arabica,federacion nacional de cafeteros,Colombia,,federacion nacional de cafeteros,1800,cauca,Washed / Wet,08.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,84.5
164,Arabica,eric wu,China,"puer jiangcheng fuwang coffee biotechnology co., ltd","puer jiangcheng fuwang coffee biotechnology co., ltd",above 1100m,yunnan,Washed / Wet,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,84.5
165,Arabica,juan luis alvarado romero,Guatemala,el sacramento,"unex guatemala, s.a.",4300,oriente,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,84.5
166,Arabica,dream together,Kenya,rumukia farmers,dream together co. ltd,2000 m,nyeri,Washed / Wet,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,84.5
167,Arabica,maria imelda uscanga martinez,Mexico,la barranca,,1350,hustusco,Washed / Wet,8,7.92,7.42,08.08,7.5,7.67,10,10,10,7.92,84.5
168,Arabica,alfredo bojalil,Mexico,finca el retiro,ecomtrading,1500,jaltenango,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,84.5
169,Arabica,juan luis alvarado romero,Guatemala,nueva granada,"transcafe, s.a",,"el tumbador, san marcos",Washed / Wet,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,84.5
170,Arabica,daniel friedlander,Brazil,,,mmm,mmm,,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,8.13,84.5
171,Arabica,alexandra katona-carroll,Brazil,,,test,test,,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,7.75,84.5
172,Arabica,max gurdian,Costa Rica,several farmers,beneficios volcafé costa rica,1300,tarrazu,Washed / Wet,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,84.42
173,Arabica,aulia arif syahri,Indonesia,darmawi,pt. olam indonesia,1400,sumatra brastagi,Other,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,84.42
174,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,,pitalito,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,84.42
175,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,84.42
176,Arabica,kao ming lee,Taiwan,tropica galliard,tropica galliard,1200m,"mountain ali, taiwan",Washed / Wet,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,84.42
177,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,7.83,84.42
178,Arabica,maria amalia guadalupe toriello elorza,Mexico,finca la chiripa,finca hamburgo,900,tapachula,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,84.42
179,Arabica,ethiopia commodity exchange,Ethiopia,phone number | 0911-513824 email: gmt.ft,,,limu,,7.5,7.75,7.83,7.92,7.92,7.75,10,10,10,7.75,84.42
180,Arabica,lydiah mwangi,Kenya,kigwandi,c dorman ltd,1800,nyeri,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,84.33
181,Arabica,bismarck castro,Honduras,las cuchillas,cigrah s.a de c.v,1500,comayagua,,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,84.33
182,Arabica,raúl vargas,Colombia,,skn caribecafe ltda,,huila,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,84.33
183,Arabica,bismarck castro,Honduras,los hicaques,cigrah s.a de c.v,1500,central region,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,84.33
184,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,,la plata,,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,84.33
185,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,442 msnm,huila,Natural / Dry,7.75,7.67,8,7.67,08.08,7.83,10,10,10,7.33,84.33
186,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1800,huila,Washed / Wet,7.75,7.58,7.33,7.83,7.58,08.08,10,10,10,8.17,84.33
187,Arabica,victor hugo melchor cordova,Mexico,la distancia,,1700,tuxtla gutierrez,Washed / Wet,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,84.33
188,Arabica,nucoffee,Brazil,santa alina,,1200m to 1350m,vale da grama,,8.17,8,7.5,7.75,7.5,7.67,10,10,10,7.75,84.33
189,Arabica,nucoffee,Brazil,fazenda baipendi,,900-1200m,south of minas,,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,84.33
190,Arabica,benjamin schmerler,Ethiopia,,,3600-6200 ft,limu,,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,7.75,84.33
191,Arabica,the coffee source inc.,Guatemala,las minas,,4400-4700 ft,nuevo oriente,,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,7.92,84.33
192,Arabica,"lin, che-hao krude 林哲豪",Taiwan,馨晴咖啡 good mood coffee,taiwan coffee laboratory,1000,國姓鄉 guoshing township,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,84.25
193,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,matsuzawa coffee,1200,chiang rai thailand,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,84.25
194,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,2560,nariño,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,84.25
195,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",1500,antigua,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,84.25
196,Arabica,juan luis alvarado romero,Guatemala,finca san vicente,exportcafe,3607,huehuetenango,Washed / Wet,7.75,7.92,7.5,08.08,7.58,7.67,10,10,10,7.75,84.25
197,Arabica,yunnan coffee exchange,China,menglian county nayun town mangzhang coffee farm,yunnan coffee exchange,1400,yunnan,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,84.25
198,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,84.25
199,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,84.25
200,Arabica,federacion nacional de cafeteros,Colombia,,federacion nacional de cafeteros,1800,cauca,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,84.25
201,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,442 msnm,huila,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,84.25
202,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",jacksom mwasenga,tembo coffee company ltd,1620m,shizingo village,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,84.25
203,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",suma jkt itende,taylor winch (t) ltd,1600,mbeya,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,84.25
204,Arabica,juan luis alvarado romero,Guatemala,el papaturro,"unex guatemala, s.a.",4000 psnm,oriente,Other,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,84.25
205,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1700,cauca,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,84.25
206,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.33,7.92,7.92,7.92,7.92,08.08,10,10,9.33,7.83,84.25
207,Arabica,jesus salazar velasco,Mexico,pante carajillo,carajillo café sa de cv,1450,san pedro cotzilnam,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,84.25
208,Arabica,manuel herrera juarez,Mexico,finca los barreales,,1170,veracruz,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,84.25
209,Arabica,alfredo bojalil,Mexico,finca santa teresa,ecomtrading,1400,"la concordia, chiapas",Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,84.25
210,Arabica,afca,Uganda,,bukonzo joint cfs,1700m,kasese,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,7.67,84.25
211,Arabica,juan luis alvarado romero,Guatemala,piamonte,"unex guatemala, s.a.",1700,san marcos,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,84.17
212,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,,huila,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,84.17
213,Arabica,wayner jimenez,Costa Rica,los girasoles,exclusive coffee - costa rica,1700,tarrazu,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,84.17
214,Arabica,juan luis alvarado romero,Guatemala,finca la joya,exportcafe,3664,huehuetenango,Washed / Wet,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,84.17
215,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,cafcom,1565,solola,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,84.17
216,Arabica,juan luis alvarado romero,Guatemala,chapultepec,"unex guatemala, s.a.",3280,norte,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,84.17
217,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Washed / Wet,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,84.17
218,Arabica,cooperativa el gorrion r.l,Nicaragua,las nubes,cooperativa el gorrion r.l,de 900 a 1100 msnm,jinotega,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,84.17
219,Arabica,cafebras,Brazil,pantano,cafebras comercio de cafés do brasil sa,1150,cerrado,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,84.17
220,Arabica,"ceca, s.a.",Costa Rica,gamboa,"ceca,s.a.",1850,tarrazu,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,84.17
221,Arabica,asefa dukamo keroma,Ethiopia,asefa dukamo coffee plantation,asefa dukamo coffee plantetion,1545-1668 masl,snnprg; kafa; telo woreda; shada kebele,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,84.17
222,Arabica,selian coffee estate,"Tanzania, United Republic Of",selian coffee estate,selian coffee estate,1400,arusha,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,84.17
223,Arabica,olam agro colombia,Colombia,,olam international ltd,1530,huila,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,84.17
224,Arabica,chris finch,Guatemala,,volcafe specialty coffee,,,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,84.17
225,Arabica,itochu corporation,Kenya,,taylor winch (coffee) ltd,approx. 1'500 metres a.s.l.,kenya,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,84.17
226,Arabica,owen carver,Brazil,café do paraíso,café do paraíso,894m - 1183m,"minas gerais, br",Natural / Dry,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,84.17
227,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,84.17
228,Arabica,atlantic specialty coffee,El Salvador,el majahual,atlantic specialty coffee,1500 meters,apaneca,Natural / Dry,8.42,08.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,84.17
229,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750 msnm,huila,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,7.58,84.17
230,Arabica,juan luis alvarado romero,Guatemala,el limon,unicafe,,guatemala,Natural / Dry,7.83,7.5,7.5,8,7.83,7.83,10,10,10,7.67,84.17
231,Arabica,afca,Uganda,,great lakes coffee,1500-1700m,mt. rwenzori,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,7.67,84.17
232,Arabica,pt.royal pacific indah international,Indonesia,"mus, eman",pt. royal pacific indah international,,aceh tengah,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10,10,10,7.75,84.13
233,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,442,huila,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,84.08
234,Arabica,"lin, che-hao krude 林哲豪",Taiwan,chang yu liang 張玉良,taiwan coffee laboratory,968,"nanxi dist., tainan city 臺南市楠西區",Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,7.92,84.08
235,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,"unex guatemala, s.a.",,oriente,Washed / Wet,8,7.75,7.5,7.58,7.92,7.67,10,10,10,7.67,84.08
236,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,84.08
237,Arabica,lusso lab,Guatemala,aprocafi,lusso coffee lab,1550,"aldea xeucalvitz, ixil region, quiche department",Washed / Wet,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,84.08
238,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.83,7.75,7.83,7.83,7.42,08.08,9.33,10,10,8,84.08
239,Arabica,andres martinez leon,Mexico,la lagunilla,,1480,santo domingo cacalotepec,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,84.08
240,Arabica,steven kil,Ethiopia,,the specialty coffee appraisers institute of asia,1800m,"ethiopia, sidamo",Natural / Dry,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,84.08
241,Arabica,amanda powers,Costa Rica,,thrive farmers,,,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,7.67,84
242,Arabica,kyagalanyi coffee ltd,Ethiopia,kerchanshe,kyagalanyi coffee ltd,1800,sidamo,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,7.92,84
243,Arabica,bismarck castro,Honduras,las cuchillas,cigrah s.a de c.v,1500,comayagua,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,84
244,Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,exportcafe,5440 - 5760 metros,huehuetenango,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,84
245,Arabica,olam agro colombia,Colombia,,olam international ltd,1600,huila,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10,10,10,7.83,84
246,Arabica,juan luis alvarado romero,Guatemala,el papaturro,"unex guatemala, s.a.",4000 psnm,oriente,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,84
247,Arabica,juan luis alvarado romero,Guatemala,el papaturro,"unex guatemala, s.a.",4000 psnm,oriente,Other,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,84
248,Arabica,olam agro colombia,Colombia,,olam international ltd,1480,huila,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10,10,10,7.83,84
249,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,1450,santander,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10,10,10,7.67,84
250,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10,10,10,8.33,84
251,Arabica,lusso lab,Ethiopia,,lusso coffee lab,1550 m,sidamo,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10,10,10,7.83,84
252,Arabica,ipanema coffees,Brazil,fazenda rio verde,ipanema coffees,1260,south of minas,Natural / Dry,7.58,7.83,7.67,7.25,8,7.75,10,10,10,7.92,84
253,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1700 msnm,cauca,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10,10,10,7.67,84
254,Arabica,ibero kenya limited,Kenya,,ibero kenya limited,above 1200 m,blend,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10,10,10,7.67,84
255,Arabica,doi tung development project,Thailand,doi tung development project,mae fah luang foundation,,thailand,Washed / Wet,7.92,8.17,8.17,8.42,08.08,8.17,8.67,8.67,9.33,8.42,84
256,Arabica,taylor winch (coffee) ltd.,Kenya,-,taylor winch (coffee) ltd,1650,central kenya,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10,10,10,7.67,84
257,Arabica,afca,Uganda,,bukonzo joint cfs,1700m,kasese,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10,10,10,7.58,84
258,Arabica,doi tung development project,Thailand,doi tung development project,,,,,7.58,7.75,7.58,7.75,7.58,7.75,10,10,10,8,84
259,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,890,south of minas,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10,10,10,8.5,83.92
260,Arabica,cafes tomari sa de cv,Mexico,cafetal,cafes tomari sa de cv,1300,veracruz,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10,10,10,7.83,83.92
261,Arabica,sarawut premjit,Thailand,saveg coffee farm,intercof 1978 group company limited,1350,chiangrai,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10,10,10,7.83,83.92
262,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,934,south of minas,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10,10,10,7.83,83.92
263,Arabica,"lin, che-hao krude 林哲豪",Taiwan,tsoustructive garden 鄒築園,taiwan coffee laboratory,1200,"leye, alishan township, chiayi county 嘉義阿里山樂野村",Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10,10,7.83,83.92
264,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,442,huila,,7.75,7.67,7.5,7.75,7.83,7.75,10,10,10,7.67,83.92
265,Arabica,almacafe,Colombia,,racafe & cia s.c.a,,la plata,,7.75,7.58,7.5,7.83,7.75,7.92,10,10,10,7.58,83.92
266,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,very famous intl.名門義理國際股份有限公司,宸嶧國際,,台灣,Natural / Dry,7.75,7.75,7.58,7.75,7.75,7.67,10,10,10,7.67,83.92
267,Arabica,federacion nacional de cafeteros,Colombia,,federacion nacional de cafeteros,,huila,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,10,10,10,7.75,83.92
268,Arabica,federacion nacional de cafeteros,Colombia,,federacion nacional de cafeteros,,huila,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10,10,10,7.67,83.92
269,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10,10,10,7.58,83.92
270,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,神谷山莊園,宸嶧國際,950公尺,台中和平區,Washed / Wet,8,7.92,7.92,7.92,7.67,7.33,10,10,10,7.17,83.92
271,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,1550,santander,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10,10,10,7.5,83.92
272,Arabica,oscar ortega carballo,Mexico,finca cuetzalingo,agro xicotepec 2000,900,xicotepec de juarez,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10,10,10,7.67,83.92
273,Arabica,alfredo bojalil,Mexico,finca sant rosa,ecomtrading,1500,la concordia,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10,10,10,7.83,83.92
274,Arabica,organizaciones de productores de cafe colimense,Mexico,comunidad la yerbabuena,organizaciones de productores de cafe colimense sa de cv,1400,la yerbabuena,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10,10,7.75,83.92
275,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,2527,nariño,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10,10,10,7.75,83.83
276,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,,huila,,7.83,7.67,7.5,7.75,7.75,7.75,10,10,10,7.58,83.83
277,Arabica,"ceca, s.a.",Costa Rica,gamboa,"ceca,s.a.",1850,tarrazu,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10,10,10,7.83,83.83
278,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",1500,antigua,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,83.83
279,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,優遊吧斯股份有限公司yuyupas international corp.,宸嶧國際,1200,台灣,,7.75,7.67,7.5,7.75,7.75,7.67,10,10,10,7.75,83.83
280,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1,south of minas,Natural / Dry,7.25,7.58,7.42,8,7.75,7.83,10,10,10,8,83.83
281,Arabica,"lin, che-hao krude 林哲豪",Taiwan,鄉舍咖啡 hometown coffee,taiwan coffee laboratory,480-570m,"dongshan dist., tainan city 臺南市東山區",Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10,10,10,7.83,83.83
282,Arabica,yasmin cofffee plantation plc,Ethiopia,,yasmin coffee plantation plc,1650-1703,oromia,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,7.75,83.83
283,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1200,south of minas,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10,10,9.33,08.08,83.83
284,Arabica,eric thormaehlen,Costa Rica,various,coricafe s.a.,1200-1400,central valley,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10,10,10,7.67,83.83
285,Arabica,juan luis alvarado romero,Guatemala,el papaturro,"unex guatemala, s.a.",4000 psnm,oriente,Washed / Wet,7.58,7.83,7.33,8,7.58,7.75,10,10,10,7.75,83.83
286,Arabica,ipanema coffees,Brazil,fazenda rio verde,ipanema coffees,1260,south of minas,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10,10,10,7.75,83.83
287,Arabica,garet alban,Ecuador,finca el trueno,sultana del cafe inc.,800 meters above sea level,"province of manabi, ecuador",Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10,10,10,7.67,83.83
288,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750 msnm,huila,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10,10,10,7.92,83.83
289,Arabica,juan luis alvarado romero,Guatemala,finca el morito,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,83.83
290,Arabica,filemon mendoza campos,Mexico,predio cañada del encino,,1218,petatlan,Natural / Dry,7.67,8,7.67,7.42,7.67,7.5,10,10,10,7.92,83.83
291,Arabica,alfredo bojalil,Mexico,finca santa teresa,ecomtrading,1300,"la concordia, chiapas",Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,7.83,83.83
292,Arabica,jacques pereira carneiro,Brazil,fazenda do sertao,exportadora de cafés carmo de minas ltda,1.250 m,carmo de minas,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10,10,10,7.83,83.83
293,Arabica,doi chaang coffee company,Thailand,"doi chaang coffee original co.,ltd",,4921ft,"doi chaang village, chiang rai, thialand",,7.75,7.75,7.58,8,7.67,7.58,10,10,10,7.5,83.83
